Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
Tadka,"Rave Moti, Kakadeo, Kanpur","North Indian, Mughlai, Fast Food, Continental","₹1,800 for two",https://www.zomato.com/kanpur/tadka-gutaiya/info,Kanpur,"117/K/13, Rave Moti, Gutaiya, Kanpur","12noon – 3pm, 7:30pm – 12midnight","+915123982257,+919140034581,+919839221167",4.1,238,4.3,59
Good Food Restaurant,"Barra, Kanpur","North Indian, South Indian, Chinese, Fast Food, Desserts, Beverages",₹750 for two,https://www.zomato.com/kanpur/good-food-restaurant-barra/info,Kanpur,"11, W-2, Juhi Kalan, Damodar Nagar, Barra, Kanpur",11am – 11pm,+917755866055,3.4,21,4.0,"1,774"
Freinds Table,"Nandlal Chawraha, Kanpur","Pizza, Sandwich, Burger, Fast Food, Chinese, Street Food, Momos",₹300 for two,https://www.zomato.com/kanpur/freinds-table-nandlal-chawraha/info,Kanpur,"Shop 7, Nirala Nagar, Nandlal Chawraha, Kanpur",11:15am – 11:15pm,+919696430221,3.9,9,4.0,10
Energy Stores - Swaroop Nagar,"Swaroop Nagar, Kanpur",North Indian,₹350 for two,https://www.zomato.com/kanpur/energy-stores-swaroop-nagar-swaroop-nagar/info,Kanpur,"Ground Floor, Radiance Town, Swaroop Nagar, Kanpur",1:30pm – 10:30pm,+919198212121,4.4,"1,083",4.1,522
Baba Foods,"Mall Road, Kanpur","Biryani, Mughlai, Awadhi",₹500 for two,https://www.zomato.com/kanpur/baba-foods-mall-road/info,Kanpur,"14/75, Civil Lines-59, Mall Road, Kanpur",1:15pm – 11:30pm,+918081286466,4.2,"1,232",3.8,"6,290"
Artisans By The Grand,"Sharda Nagar, Kanpur","Bakery, Desserts",₹550 for two,https://www.zomato.com/kanpur/artisans-by-the-grand-sharda-nagar/info,Kanpur,"117/Q/173, Sharda Nagar, Kanpur",10am – 10pm,+917311106622,3.7,7,2.1,9
Bikanervala,"Kidwai Nagar, Kanpur","Mithai, Street Food, North Indian, Chinese, Continental, South Indian, Beverages",₹350 for two,https://www.zomato.com/kanpur/bikanervala-kidwai-nagar/info,Kanpur,"128/2, D Block, Kidwai Nagar, Kanpur",9am – 11pm,"+917318222444,+917318444666",4.0,174,4.0,12K
Miso,"Nawab Ganj, Kanpur","Chinese, Thai, Asian, Sushi, Seafood, Rolls, Momos, Salad",₹400 for two,https://www.zomato.com/kanpur/miso-nawab-ganj/info,Kanpur,"3/1, Vinayak Shree Katri Kheora, Azad Nagar, Mainwati Marg, Nawab Ganj, Kanpur",12noon – 11:15pm,+917052001717,3.8,11,3.6,31
Domino's Pizza,"Rave Moti, Kakadeo, Kanpur","Pizza, Italian, Pasta, Fast Food",₹400 for two,https://www.zomato.com/kanpur/dominos-pizza-kakadeo/info,Kanpur,"Rave Moti, 117/K/13, Kakadeo, Kanpur",10am – 10:45pm,+919718154929,-,2,4.2,"8,933"
Anil Meat Wala,"Nandlal Chawraha, Kanpur","Mughlai, North Indian",₹300 for two,https://www.zomato.com/kanpur/anil-meat-wala-nandlal-chawraha/info,Kanpur,"124/8, Lal Quarter, Opposite Natraj Cinema, Govind Nagar, Main Road, Nandlal Chawraha, Kanpur",Opens at 2pm,+917571987528,4.1,831,3.9,"7,150"
Pizza Hut,"Saket Nagar, Kanpur","Pizza, Fast Food, Desserts, Beverages",₹600 for two,https://www.zomato.com/kanpur/pizza-hut-saket-nagar/info,Kanpur,"127/W-1/195, Plot- 195, Block- W/1, Scheme- II, Jui Kalan, Saket Nagar, Kanpur","12midnight – 4am, 11am – 12midnight",18002022022,3.9,62,4.0,"5,789"
Veer Ji Malai Chaap Wale,"Saket Nagar, Kanpur","North Indian, Fast Food, Rolls",₹450 for two,https://www.zomato.com/kanpur/veer-ji-malai-chaap-wale-saket-nagar/info,Kanpur,"127/01/62 -A, Block W-1, Saket Nagar, Kanpur",1:45pm – 12midnight,+919336205315,3.1,24,3.7,"4,651"
Chai Garam Pocket Cafe,"Kakadeo, Kanpur","Tea, Shake, Beverages, Sandwich, Pizza, Fast Food, Street Food, Ice Cream",₹200 for two,https://www.zomato.com/kanpur/chai-garam-pocket-cafe-kakadeo/info,Kanpur,"117/L/444, L Block, Kakadeo, Kanpur","12midnight – 3am, 10am – 12midnight",+919125079771,3.9,12,4.3,619
Gyan Vaishnav Restaurant,"Ghantaghar, Kanpur",North Indian,₹400 for two,https://www.zomato.com/kanpur/gyan-vaishnav-restaurant-2-ghantaghar/info,Kanpur,"75/22, Halsey Road, Collectorganj, Ghantaghar, Kanpur","12midnight – 2am, 11:30am – 12midnight",+915122387777,3.8,183,4.1,10.8K
Glasshouse Cafe N Lounge,"Swaroop Nagar, Kanpur","North Indian, Continental, Chinese, Mughlai, Pasta, Sushi, Fast Food, Beverages","₹1,200 for two",https://www.zomato.com/kanpur/glasshouse-cafe-n-lounge-swaroop-nagar/info,Kanpur,"7/150, A2, 3rd Floor, Swaroop Nagar, Kanpur",Opens at 2pm,"+918896655916,+919044210358,+918840106259",2.9,4,3.8,16
Chinese Wok,"Harsh Nagar, Kanpur",Chinese,₹200 for two,https://www.zomato.com/kanpur/chinese-wok-harsh-nagar/info,Kanpur,"Shop 3, Ground Floor, Moti Jheel Metro Station, Harsh Nagar, Kanpur","12midnight – 1am, 11am – 12midnight",+91919136606842,3.8,38,4.1,479
V N Dining - TSH,"Arya Nagar, Kanpur","North Indian, Mughlai, Biryani, Kebab, Desserts","₹1,500 for two",https://www.zomato.com/kanpur/v-n-dining-tsh-arya-nagar/info,Kanpur,"The Sportz Hub, Palika Stadium, Arya Nagar, Kanpur",10am – 11:15pm,+916386661035,3.5,12,4.3,104
Anaicha's Food Joint,"Swaroop Nagar, Kanpur","North Indian, Mughlai, Biryani, Chinese, Fast Food, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/kanpur/anaichas-food-joint-swaroop-nagar/info,Kanpur,"113/187, Khalasi Line, Swaroop Nagar, Kanpur",11:30am – 11pm,"+915122550491,+918114150150,+919336590099",4.0,390,3.9,"6,776"
Bound 2 Eat,"Lal Bangla, Kanpur","Fast Food, Momos, Pizza",₹350 for two,https://www.zomato.com/kanpur/bound-2-eat-lal-bangla/info,Kanpur,"Shop 301/A, Mangla Vihar 2, 60 Feet Road, Lal Bangla, Kanpur",10:30am – 11pm,+919582517695,3.4,5,3.8,9
Sankalp Multicuisine Restaurant,"Kidwai Nagar Market, Kanpur","North Indian, South Indian, Chinese, Ice Cream, Beverages","₹1,000 for two",https://www.zomato.com/kanpur/sankalp-multicuisine-restaurant-kidwai-nagar-market/info,Kanpur,"128/121, H Block, Kidwai Nagar Market, Kanpur",10:30am – 11pm,+917897506276,3.2,4,4.3,34
Barista Coffee,"Z Square Mall, Mall Road, Kanpur","Cafe, Coffee, Desserts, Sandwich, Fast Food, Beverages",₹600 for two,https://www.zomato.com/kanpur/barista-coffee-mall-road/info,Kanpur,"16/113, Ground Floor, Z Square Mall, MG Marg, Mall Road, Kanpur",11am – 9pm,"+919599792463,+917042552466",3.4,52,4.1,89
Pandit's,"Mall Road, Kanpur","North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages",₹400 for two,https://www.zomato.com/kanpur/pandits-mall-road/info,Kanpur,"Near MG Marg, Mall Road, Kanpur",24 Hours,+919889063888,4.0,472,4.1,16.1K
Starbucks Coffee,"Mall Road, Kanpur","Beverages, Desserts, Continental",₹500 for two,https://www.zomato.com/kanpur/starbucks-coffee-mall-road/info,Kanpur,"Unit G-35, Z Square Shopping Mall, MG Marg, Mall Road, Kanpur",10:30am – 10:30pm,+918097441619,3.3,14,4.2,"1,534"
Gusto Multi Cuisine Restaurant,"Arya Nagar, Kanpur","North Indian, Italian, Fast Food, Continental, Desserts, Beverages","₹1,500 for two",https://www.zomato.com/kanpur/gusto-multi-cuisine-restaurant-arya-nagar/info,Kanpur,"112/368, Nagar Nigam Food Safety Zone-16, Arya Nagar, Kanpur",11am – 11:30pm,+919935552226,-,2,4.0,31
New Rahul Sweets & Restaurant,"Panki, Kanpur","Fast Food, Mithai",₹400 for two,https://www.zomato.com/kanpur/new-rahul-sweets-restaurant-panki/info,Kanpur,"Plot 218, C Block, Swaraj Nagar, Panki, Kanpur",9:30am – 11pm,"+919621226995,+917860486797",4.0,684,4.1,23.9K
Atithi Bhojnalaya,"Kanpur Cantt, Kanpur","North Indian, Street Food, Beverages",₹300 for two,https://www.zomato.com/kanpur/atithi-bhojnalaya-2-kanpur-cantt/info,Kanpur,"562A, Railbazar, Near Delite Cinema, Kanpur Cantt, Kanpur",10am – 11pm,+919792127272,3.4,6,4.1,148
Yu Lounge & Bar - The Landmark Hotel,"The Landmark Hotel, Mall Road, Kanpur","Finger Food, Asian, Oriental, European, North Indian, Desserts","₹2,400 for two",https://www.zomato.com/kanpur/yu-lounge-bar-the-landmark-hotel-mall-road/info,Kanpur,"10, Landmark Towers, Near Naveen Market, Mall Road, Kanpur",11am – 11pm,+917880687878,4.3,211,-,1
Tamarind By Pristine,"Ashok Nagar, Kanpur","North Indian, Mughlai, Chinese, Continental, Asian, Biryani, Desserts","₹1,800 for two",https://www.zomato.com/kanpur/tamarind-by-pristine-ashok-nagar/info,Kanpur,"111/18A, Harsh Nagar, GT Road, Ashok Nagar, Kanpur",12noon – 10:45pm,+917991474781,-,2,4.0,17
The Spice Touch,"Transport Nagar, Kanpur","North Indian, Chinese, Pasta",₹300 for two,https://www.zomato.com/kanpur/the-spice-touch-transport-nagar/info,Kanpur,"127/254, Near Dr. Soney Lal Patel School, Transport Nagar, Kanpur",9am – 12midnight,+918299265123,3.3,4,New,0
Mi Casa,"Swaroop Nagar, Kanpur","Continental, Fast Food, Burger, Chinese, Desserts, Beverages",₹800 for two,https://www.zomato.com/kanpur/mi-casa-swaroop-nagar/info,Kanpur,"112/292, Swaroop Nagar, Kanpur",12noon – 12midnight,+919235662238,4.4,308,4.2,"4,155"
Kashi Food Cafe,"Shyam Nagar, Kanpur","North Indian, Chinese, Pizza, Burger, Momos, Street Food, Beverages",₹300 for two,https://www.zomato.com/kanpur/kashi-food-cafe-2-shyam-nagar/info,Kanpur,"E 184 Swarn Jayanti Vihar, Satbri Road, Shyam Nagar, Kanpur",11am – 9pm,+916393697383,3.9,4,4.0,5
Royal Dine - Hotel Royal Cliff,"Hotel Royal Cliff, Kanpur","North Indian, Chinese, Shake, Fast Food","₹2,500 for two",https://www.zomato.com/kanpur/royal-dine-hotel-royal-cliff-swaroop-nagar/info,Kanpur,"113 / 72, Near Motijheel Garden, Swaroop Nagar, Kanpur",7:30am – 11pm,"+918960251998,+919696905568",4.2,171,4.2,"1,636"
Happy H-Our Cafe,"Ratan lal Nagar, Kanpur","Chinese, Pizza, Pasta, Fast Food, Momos, Street Food, Shake, Beverages",₹400 for two,https://www.zomato.com/kanpur/happy-h-our-cafe-ratan-lal-nagar/info,Kanpur,"555, Udyog nagar, Ghatampur, Near Ratan lal Nagar, Kanpur",12noon – 11pm,+917084848537,New,4,4.0,10
Rita,"Mall Road, Kanpur","North Indian, South Indian, Chinese, Fast Food, Desserts",₹900 for two,https://www.zomato.com/kanpur/rita-mall-road/info,Kanpur,"127, Mall Road, Kanpur",11:30am – 10:30pm,+919565889933,3.5,56,4.1,218
Hestiia Restaurant,"Shyam Nagar, Kanpur","North Indian, Biryani, Chinese, Pizza, Pasta, Fast Food, Desserts, Shake","₹1,000 for two",https://www.zomato.com/kanpur/hestiia-restaurant-shyam-nagar/info,Kanpur,"1B, PAC Road, Shyam Nagar, Kanpur",11am – 11pm,+917880840622,3.9,4,3.9,271
Four Season,"Shyam Nagar, Kanpur","North Indian, Chinese, Fast Food, Continental, Italian, Desserts, Beverages",₹500 for two,https://www.zomato.com/kanpur/four-season-shyam-nagar/info,Kanpur,"Plot-59-60, Second Floor, Rampuram Daheli Sujanpur, Shyam Nagar, Kanpur",11am – 11pm,+917897666084,4.4,333,4.3,"9,089"
7 Degree Lounge,"Arya Nagar, Kanpur","North Indian, Chinese, Pizza, Sandwich, Biryani, Continental, Fast Food","₹1,500 for two",https://www.zomato.com/kanpur/7-degree-lounge-arya-nagar/info,Kanpur,"9/2, MC Robert Ganj, Arya Nagar, Kanpur",1pm – 12midnight,+919792700777,4.2,25,4.3,50
