Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
Dine Out Cafeteria & Restaurant,"Phulwari Sharif, Patna","Biryani, Chinese, Mughlai, Kebab, Fast Food",₹300 for two,https://www.zomato.com/patna/dine-out-cafeteria-restaurant-phulwari-sharif/info,Patna,"Nayatola, AIIMS Road, Opposite Reliance Trends, Phulwari Sharif, Patna",Opens at 11:30am,+918340174211,3.4,6,4.0,80
Haldiram's Prabhuji,"Rukanpura, Patna","North Indian, South Indian, Chinese, Fast Food, Street Food, Mishti, Beverages, Sandwich",₹450 for two,https://www.zomato.com/patna/haldirams-prabhuji-rukanpura/info,Patna,"Ground Floor, Ashiana Nagar Main Road, Ashiana More, Patna Sadar, Rukanpura, Patna",8am – 11pm,+919835907344,3.8,30,3.8,11.9K
Koyla De Barbeque,"Kankarbagh, Patna","BBQ, North Indian, Biryani, Fast Food, Beverages, Desserts, Chinese",₹600 for two,https://www.zomato.com/patna/koyla-de-barbeque-kankarbagh/info,Patna,"Mahendra Lok Apartment, Housing Board Colony, Kankarbagh, Patna",Opens at 12noon,"+919955996020,+917759926585",3.4,18,4.2,"1,903"
Handi Biryani Ghar,"Kankarbagh, Patna","Biryani, Rolls",₹350 for two,https://www.zomato.com/patna/handi-biryani-ghar-kankarbagh/info,Patna,"Near Bhoothnath Road, Kankarbagh, Patna",9am – 10:30pm,+919431040395,-,1,3.7,6
Rajasthan Restaurant,"Fraser Road Area, Patna","North Indian, Chinese, Mughlai, Street Food, Ice Cream, Desserts, Beverages",₹800 for two,https://www.zomato.com/patna/rajasthan-restaurant-fraser-road-area/info,Patna,"Opposite LIC Building, Fraser Road Area, Patna",9am – 9pm,"+916123562371,+917903062685",3.3,233,4.0,"3,546"
Biryani Junction,"Begampur, Patna",North Indian,₹150 for two,https://www.zomato.com/patna/biryani-junction-begampur/info,Patna,"Simli Road, Begampur, Patna",11am – 10pm,+919304695259,3.4,6,-,2
Saucy Affair,"Kankarbagh, Patna","North Indian, Pasta, Biryani, Chinese, Momos, Beverages, Rolls",₹400 for two,https://www.zomato.com/patna/saucy-affair-1-kankarbagh/info,Patna,"Rajeshwar Commercial Complex, Opposite Gravity Mall Main Road, Kankarbagh, Patna",Opens at 12noon,+919939377669,3.5,8,4.2,375
Chennai Tadka,"Digha Ghat, Patna",South Indian,₹250 for two,https://www.zomato.com/patna/chennai-tadka-digha-ghat/info,Patna,"North Of SBI Colony, Balupar, Kurji, Near Delhi Darbar Banquet Hall, Digha Ghat, Patna","7:30am – 3pm, 5pm – 11:45pm",+917766808936,3.4,6,4.2,703
MFC Restaurant,"Mithapur, Patna","Fast Food, North Indian",₹300 for two,https://www.zomato.com/patna/mfc-restaurant-mithapur/info,Patna,"First Floor, Kamlesh Market, Ramkrishna Nagar, Mithapur, Patna",11am – 11pm,+919308881616,3.9,6,3.5,8
RS Star Family Restaurant & Banquets,"Anisabad, Patna","North Indian, Chinese, Beverages",₹400 for two,https://www.zomato.com/patna/rs-star-family-restaurant-banquets-anisabad/info,Patna,"2nd Floor, Brij Complex, Police Colony, Khagaul Road, Anisabad, Patna",11am – 11pm,"+919006342770,+917209778884",3.9,46,3.8,"1,176"
Momo Nation Cafe,"Rukanpura, Patna","Momos, Chinese, Fast Food, North Indian, Beverages",₹400 for two,https://www.zomato.com/patna/momo-nation-cafe-2-rukanpura/info,Patna,"New Bailey Road, Near Gola Road Petrol Pump, Danapur, Rukanpura, Patna",11am – 10:30pm,"+918789898102,+919631980144",3.5,12,4.3,"4,435"
Janki Foods,"Hajipur, Patna","North Indian, Chinese, Rolls, Momos",₹350 for two,https://www.zomato.com/patna/janki-foods-hajipur/info,Patna,"Tangaul, Near GA Inter School, Hajipur, Patna",11am – 9:45pm,+919234562337,3.3,4,3.6,11
Lazeez Biryani,"Kankarbagh, Patna","North Indian, Mughlai, Biryani, Kebab, Desserts, Beverages",₹500 for two,https://www.zomato.com/patna/lazeez-biryani-kankarbagh/info,Patna,"Road 14, Ashok Nagar, Near Bank Of Baroda, Kankarbagh, Patna","12midnight – 12:15am, 10:30am – 12midnight",+917739231582,3.7,22,4.0,"1,749"
Cafe Gardenia,"Khajpura, Patna","North Indian, Chinese, Kebab, Continental, Mughlai, Desserts, Beverages, Sichuan",₹600 for two,https://www.zomato.com/patna/cafe-gardenia-khajpura/info,Patna,"Plot 184, Ashiyana Nagar, Phase 1, Khajpura, Patna",Opens at 11:30am,"+917004298385,+919117400015,+919117300015",4.0,62,4.0,91
Barista Coffee,"Lodipur, Patna","Cafe, Coffee, Beverages, Sandwich, Fast Food, Desserts","₹1,000 for two",https://www.zomato.com/patna/barista-coffee-lodipur/info,Patna,"Unit A301, Block A, Third Floor, Budh Marg, Lodipur, Patna",11am – 9pm,+919546277777,3.6,8,4.2,87
Raj Darbar Family Restaurant,"Golambar, Patna","North Indian, Chinese, Mughlai, Biryani, Fast Food, Kebab, Desserts","₹1,000 for two",https://www.zomato.com/patna/raj-darbar-family-restaurant-golambar/info,Patna,"Pandey Plaza, Exhibition Road, Golambar, Patna",10am – 10:30pm,+919334114573,4.1,430,4.1,18.5K
Raj Rasoi,"Lodipur, Patna","Chinese, North Indian, South Indian, Biryani, Kebab, Sichuan","₹1,200 for two",https://www.zomato.com/patna/raj-rasoi-lodipur/info,Patna,"Twin Tower Hathwa, South Gandhi Maidan, Lodipur, Patna",Opens at 12noon,+919771430754,3.9,214,4.1,474
Pal Hotel,"Fraser Road Area, Patna","Mughlai, North Indian, South Indian, Biryani, Chinese, Desserts, Seafood",₹450 for two,https://www.zomato.com/patna/pal-hotel-4-fraser-road-area/info,Patna,"At Budh Marg, Patna Sadar, Fraser Road Area, Patna",10am – 11:45pm,+918210304792,4.0,178,3.6,"9,021"
Dadan Handi Meat,"Rukanpura, Patna",North Indian,₹500 for two,https://www.zomato.com/patna/dadan-handi-meat-rukanpura/info,Patna,"Danapur, Gola Road, Rukanpura, Patna",10am – 11pm,+918986496574,3.9,51,4.1,"1,526"
Baba Hotel,"Fraser Road Area, Patna","North Indian, Chinese, Mughlai",₹300 for two,https://www.zomato.com/patna/baba-hotel-fraser-road-area/info,Patna,"Near Raj Complex, Dak Bungalow Road, Fraser Road Area, Patna",11am – 10pm,+917488074279,3.8,24,4.0,15
