Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
Ryan's Kitchen by The Mad Bakers,"Kota, Raipur","North Indian, Fast Food",₹800 for two,https://www.zomato.com/raipur/ryans-kitchen-by-the-mad-bakers-1-kota/info,Raipur,"Near Disha College, Canal Road, Kota, Raipur",1pm – 12midnight,+919171867555,3.9,4,3.9,369
Punjabi Dhaba Family Restaurant,"Amanaka, Raipur","North Indian, Chinese, Street Food, Biryani",₹400 for two,https://www.zomato.com/raipur/punjabi-dhaba-family-restaurant-amanaka/info,Raipur,"Road 1 Great Eastern Road, Near Pt. Ravishankar Shukla University, Amanaka, Raipur",8am – 11pm,"+917477077702,+919893620222",4.1,244,3.9,"7,576"
Kaka Dhaba,"Tatibandh, Raipur","North Indian, Mughlai, Chinese, Biryani, Desserts, Salad, Seafood, Beverages",₹500 for two,https://www.zomato.com/raipur/kaka-dhaba-tatibandh/info,Raipur,"Ring Road 2, Tatibandh Chowk, Tatibandh, Raipur",11am – 12:30am,+917747000030,3.7,58,4.0,"3,992"
Gelatino,"Civil Lines, Raipur",Beverages,₹200 for two,https://www.zomato.com/raipur/gelatino-1-civil-lines/info,Raipur,"Opposite Indian Bank, Civil Line Branch, Katora Talab, Civil Lines, Raipur","12midnight – 12:30am, 1:45pm – 12midnight",+917489105049,-,2,4.1,39
Hot Chemistry- Indian Heritage Hotel,"Moudhapara, Raipur","North Indian, Chinese, South Indian, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/raipur/hot-chemistry-indian-heritage-hotel-moudhapara/info,Raipur,"Dharsiwa, Near PNB Station Road, Moudhapara, Raipur",8am – 11:30pm,"+919755554958,+919329044444",4.0,28,4.4,"2,714"
New Balbir Dhaba,"Purena, Raipur","North Indian, Mughlai, Biryani, Chinese",₹500 for two,https://www.zomato.com/raipur/new-balbir-dhaba-purena/info,Raipur,"Chhokranala, Labhandi Distt, Dharsiwa, Purena, Raipur",12:30pm – 12midnight,+916262441717,-,3,3.8,450
Cafe Lite 2.0,"Moudhapara, Raipur","Chinese, North Indian, Biryani, Continental, South Indian, Pizza, Burmese, Fast Food",₹400 for two,https://www.zomato.com/raipur/cafe-lite-2-0-moudhapara/info,Raipur,"Platform 1, Food Plaza, Moudhapara, Raipur","12midnight – 2am, 8am – 11:45pm","+919818221225,+919205596292",4.4,610,3.7,"2,947"
Tic Tac Toe,"Devendra Nagar, Raipur","Chinese, Mexican, Sandwich, Pizza, Fast Food, Street Food, Beverages",₹450 for two,https://www.zomato.com/raipur/tic-tac-toe-devendra-nagar/info,Raipur,"C-22, Jagriti Nagar, Sector 1, Near City Center Mall, Devendra Nagar, Raipur",12:30pm – 9pm,+918871112509,-,1,3.7,12
Little Italy,"Purena, Raipur","North Indian, Chinese, Seafood, Biryani, Desserts",₹800 for two,https://www.zomato.com/raipur/little-italy-purena/info,Raipur,"VIP Road, Dharsiwa, Purena, Raipur",11am – 1am,+916263000105,3.4,54,4.0,669
Tea Culture,"Lakhe Nagar, Raipur","Tea, Sandwich, Burger, Pizza, Fast Food, Beverages",₹300 for two,https://www.zomato.com/raipur/tea-culture-lakhe-nagar/info,Raipur,"Shanti Vihar Colony, Ward 41, Daganiya, Bijli Office Road, Opposite Bamleshwari Mandir, Lakhe Nagar, Raipur",11am – 9:30pm,+919131190492,-,1,New,0
Hotel Wood Castle,"Purena, Raipur","North Indian, Chinese, Continental, Sandwich, Biryani, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/raipur/hotel-wood-castle-purena/info,Raipur,"Near G.E.Road, Purena, Raipur",9am – 11:30pm,"+919981998292,+917389985000,+919826139024",4.0,29,3.9,400
Aroma Of South,"Shankar Nagar, Raipur","South Indian, Street Food",₹200 for two,https://www.zomato.com/raipur/aroma-of-south-shankar-nagar/info,Raipur,"Disha Tower, Ward 30, New Shanti Nagar, Near Shankar Nagar, Raipur",10am – 10pm,+919685020438,New,1,3.7,8
N.S. Sheetal Rooftop - Restaurant & Cafe,"Civil Lines, Raipur","North Indian, Chinese, Mughlai, Biryani, Street Food, Tea, Beverages",₹450 for two,https://www.zomato.com/raipur/n-s-sheetal-rooftop-restaurant-cafe-civil-lines/info,Raipur,"Marin Drive, Near Karma Hospital, Civil Lines, Raipur",11:45am – 12midnight,+916260082382,-,3,3.7,129
Sandwich Jn.,"Samta Colony, Raipur","Street Food, Fast Food, Pizza, Sandwich, Shake, Beverages",₹250 for two,https://www.zomato.com/raipur/sandwich-jn-samta-colony/info,Raipur,"Opposite Anupam Garden, GE Road, Geeta Nagar, Samta Colony, Raipur",10am – 10pm,"+918103165356,+917000893439",3.9,112,4.2,"2,080"
Icy Spicy,"Moudhapara, Raipur","Bakery, Street Food, Fast Food, Desserts",₹250 for two,https://www.zomato.com/raipur/icy-spicy-moudhapara/info,Raipur,"Babla Complex, GE Road, Moudhapara, Raipur",11am – 11pm,+917714047186,3.6,41,4.2,697
Momo's Adda,"Civil Lines, Raipur","Momos, Chinese, Sichuan",₹200 for two,https://www.zomato.com/raipur/momos-adda-civil-lines/info,Raipur,"Shop C/3, Opposite Marine Drive, Telibandha, Civil Lines, Raipur",3pm – 12midnight,+917745961119,3.9,571,3.9,18.1K
Jai Jaganath Restaurant,"Bhatagaon, Raipur","North Indian, South Indian, Chinese, Street Food",₹200 for two,https://www.zomato.com/raipur/jai-jaganath-restaurant-bhatagaon/info,Raipur,"Dharsiwa, Bhatagaon, Raipur","12midnight – 12:45am, 6:45am – 12midnight",+919755517557,-,1,3.6,19
Vrindavan Thali & Restaurant,"Jawahar Nagar, Raipur","North Indian, Beverages",₹300 for two,https://www.zomato.com/raipur/vrindavan-thali-restaurant-jawahar-nagar/info,Raipur,"House 37/514, Ram Saptah gali, ward 37, Ramsagar para, Jawahar Nagar, Raipur","8am – 4pm, 7pm – 10:30pm","+918962147850,+917803067990",3.8,264,4.2,13.2K
Hot N Crispy,"Govind Nagar, Raipur","Fast Food, Street Food, Coffee, Beverages",₹200 for two,https://www.zomato.com/raipur/hot-n-crispy-govind-nagar/info,Raipur,"Shop 2, Shivaji Apartment, Govind Nagar, Raipur","12midnight – 3am, 12noon – 12midnight",+919109742717,New,2,4.0,17
Sigava Cafe & Restro,"Devendra Nagar, Raipur","North Indian, Chinese, Sandwich, Pizza, Italian, Biryani, Continental, Salad","₹1,000 for two",https://www.zomato.com/raipur/sigava-cafe-restro-devendra-nagar/info,Raipur,"HIG C, GK Tower, Devendra Nagar, Raipur",1:15pm – 11:15pm,+919578049000,-,3,3.6,36
