Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
Kesav Da Dhaba,"Rani Ka Bagh, Amritsar","North Indian, Chinese, Continental, Beverages","₹1,000 for two",https://www.zomato.com/amritsar/kesav-da-dhaba-rani-ka-bagh/info,Amritsar,"66, Kachehri Chowk, Rani Ka Bagh, Amritsar",8am – 12midnight,+919988956763,2.8,8,4.1,"2,831"
Hooters Indian Restro Bar,"Mohan Nagar, Amritsar","North Indian, Mughlai, Chinese, Fast Food, Beverages",₹800 for two,https://www.zomato.com/amritsar/hooters-indian-restro-bar-mohan-nagar/info,Amritsar,"282, Ground Floor, 100 Feet Road, Mohan Nagar, Amritsar",11:30am – 11pm,"+917031360000,+911835050455",3.4,38,3.6,"1,406"
Scotch Haus - Hyatt Regency,"Hyatt Regency Amritsar GT Road, Amritsar","North Indian, Italian, Continental, Beverages","₹2,500 for two",https://www.zomato.com/amritsar/scotch-haus-hyatt-regency-gt-road/info,Amritsar,"Hyatt Regency, Lobby Level, GT Road, Amritsar",11am – 11pm,"+918054009687,+918054009602",-,0,-,0
Cafe Blusalz,"Ranjit Avenue, Amritsar","North Indian, Continental, Asian, Fast Food","₹1,000 for two",https://www.zomato.com/amritsar/cafe-blusalz-ranjit-avenue/info,Amritsar,"65, Ranjit Avenue, Amritsar",10am – 10:30pm,+918865091383,-,3,New,1
Domino's Pizza,"Town Hall, Amritsar","Pizza, Fast Food, Pasta, Desserts, Beverages",₹400 for two,https://www.zomato.com/amritsar/dominos-pizza-town-hall/info,Amritsar,"B 36, Ground Floor, Chowk Phawara, Town Hall, Amritsar",9:57am – 12:59am,+911833500480,4.0,838,4.0,"7,189"
Greenhouse - MK Hotel,"Ranjit Avenue, Amritsar","North Indian, Chinese","₹1,000 for two",https://www.zomato.com/amritsar/greenhouse-mk-hotel-ranjit-avenue/info,Amritsar,"MK Hotel, District Shopping Centre, Ranjit Avenue, Amritsar",12noon – 10pm,"+911832504610,+911832504611",-,3,-,0
Bansal The Food House,"Lawrence Road, Amritsar","Fast Food, Pizza, Pasta, Beverages, Continental, South Indian, Mithai, Desserts","₹1,000 for two",https://www.zomato.com/amritsar/bansal-the-food-house-lawrence-road/info,Amritsar,"13, Near BBK College, Lawrence Road, Amritsar",10am – 11pm,+919999177772,3.0,16,4.3,"1,928"
A-One Kulfa,"INA Colony, Amritsar",Desserts,₹100 for two,https://www.zomato.com/amritsar/a-one-kulfa-ina-colony/info,Amritsar,"Queens Road, INA Colony, Amritsar",2:30pm – 10:30pm,+919872101109,4.1,348,4.5,102
Hoppers,"Ranjit Avenue, Amritsar","Italian, Sandwich, Burger, Beverages",₹500 for two,https://www.zomato.com/amritsar/hoppers-ranjit-avenue/info,Amritsar,"Sco 15, 97 Scheme, D Block, Ajanala Road, Ranjit Avenue, Amritsar",11am – 12midnight,+918419000004,3.8,41,4.2,"1,887"
Burger King,"Lawrence Road, Amritsar","Burger, Fast Food, Wraps, Beverages",₹400 for two,https://www.zomato.com/amritsar/burger-king-lawrence-road/info,Amritsar,"Ground Floor, Novelty Mall, Lawrence Road, Amritsar",8am – 12midnight,+918291158223,3.9,"1,180",4.2,34.1K
Pizza Hut,"GT Road, Amritsar","Pizza, Fast Food, Burger, Continental, Desserts, Beverages",₹600 for two,https://www.zomato.com/amritsar/pizza-hut-1-gt-road/info,Amritsar,"S-33, 2nd Floor, Mall Of Amritsar, MBM Farms, Sultan Wind Suburban, GT Road, Amritsar",10am – 12midnight,+911835063990,3.8,111,3.7,"2,817"
Taboo Bar & Kitchen,"Mall Road, Amritsar","North Indian, Chinese, Pizza, Asian, Italian, Continental, Mughlai, Biryani","₹1,800 for two",https://www.zomato.com/amritsar/taboo-bar-kitchen-mall-road/info,Amritsar,"36-A, Mall Road, Amritsar",1pm – 12midnight,"+917508809990,+917508909990",3.9,9,3.7,38
Adarsh Meat Shop,"Ranjit Avenue, Amritsar","North Indian, Street Food",₹500 for two,https://www.zomato.com/amritsar/adarsh-meat-shop-ranjit-avenue/info,Amritsar,"C Block, Ranjit Avenue, Amritsar",2pm – 10:30pm,"+919888869408,+911835069756",3.7,153,3.9,"1,264"
Bozi Zazrak,"White Avenue, Amritsar","Pizza, Hot dogs, Sandwich, Fast Food, Wraps, Shake, Beverages",₹600 for two,https://www.zomato.com/amritsar/bozi-zazrak-white-avenue/info,Amritsar,"47, Janta Colony, Green Avenue, White Avenue, Amritsar",11am – 11pm,+918837630966,-,2,4.1,42
Burgitos,"Ranjit Avenue, Amritsar","Burger, Pizza, Pasta, Chinese, Wraps, Shake, Beverages",₹500 for two,https://www.zomato.com/amritsar/burgitos-ranjit-avenue/info,Amritsar,"Daya Nand Nagar, Nanngli, Fateh Garh Churian Road, Opposite Vrindavan Garden, Ranjit Avenue, Amritsar",11am – 11:45pm,+918620008886,-,3,4.0,5
Have't Fresh,"Amritsar Junction, Amritsar","Tea, Coffee, Shake, Beverages, North Indian, Italian, Fast Food, Kebab",₹350 for two,https://www.zomato.com/amritsar/havet-fresh-amritsar-junction/info,Amritsar,"Khasra 35, Friends View Colony, Near Rama Paint, Ram Tirathi Road, Amritsar Junction, Amritsar",11:15am – 10:30pm,+918054040777,-,2,4.1,73
Makhan Fish & Chicken Hut,"White Avenue, Amritsar","North Indian, Chinese, Street Food",₹800 for two,https://www.zomato.com/amritsar/makhan-fish-chicken-hut-white-avenue/info,Amritsar,"Opposite Trilium Mall, Old Jail Road, Basant Avenue, Near White Avenue, Amritsar",11am – 11pm,+919915606566,3.5,161,4.1,"1,551"
Rajasthani Chat Bhandar,"Town Hall, Amritsar",Street Food,₹200 for two,https://www.zomato.com/amritsar/rajasthani-chat-bhandar-town-hall/info,Amritsar,"Chowk Kt. Ahluwalia, Town Hall, Amritsar",4pm – 10pm,+919988082168,4.3,382,4.3,"1,666"
Bakers Square,"Majitha Road, Amritsar","Bakery, Sandwich",₹300 for two,https://www.zomato.com/amritsar/bakers-square-majitha-road/info,Amritsar,"Near Gurduwara Sahib, Majitha Road, Amritsar",9am – 9pm,+911835054006,4.4,188,4.1,"3,940"
MK Hotel,"Mohan Nagar, Amritsar","North Indian, Chinese, Fast Food, Desserts",₹600 for two,https://www.zomato.com/amritsar/mk-hotel-mohan-nagar/info,Amritsar,"Street 3, Saheed Udham Singh Nagar, Near Mohan Nagar, Amritsar",24 Hours,+917837373371,3.5,8,3.7,191
