Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
The Square - Novotel,"Novotel Bengaluru, Marathahalli, Bangalore","Continental, North Indian, Japanese, Italian","₹3,200 for two",https://www.zomato.com/bangalore/the-square-novotel-marathahalli/info,Bangalore,"Sarjapur Outer Ring Road, Opposite RMZ Ecospace Business Park, Marathahalli, Bangalore","7am – 10:30am, 12:30pm – 3pm, 7pm – 11pm",+919538812348,4.0,"1,059",-,0
Lucky Chan - Dimsum & Sushi Parlour,"Indiranagar, Bangalore","Japanese, Chinese, Asian, Desserts, Beverages","₹1,900 for two",https://www.zomato.com/bangalore/lucky-chan-dimsum-sushi-parlour-indiranagar-bangalore/info,Bangalore,"594, HAL 2nd Stage, 12th Main Road, Indiranagar, Bangalore",12noon – 12midnight,"+918025200055,+918296031044",4.4,"1,889",4.1,716
Fia's Lounge,"Richmond Road, Bangalore","Parsi, Lebanese, Beverages","₹1,500 for two",https://www.zomato.com/bangalore/fias-lounge-richmond-road-bangalore/info,Bangalore,"12, G1, G5, Ground Floor, Richmond Towers, Richmond Road, Bangalore",11am – 11pm,+919606023455,4.4,103,-,0
Shiro,"UB City, Bangalore","Japanese, Sushi, Asian, Desserts, Thai, Korean, Cantonese, Vietnamese","₹3,500 for two",https://www.zomato.com/bangalore/shiro-lavelle-road/info,Bangalore,"2nd Floor, UB City Mall, Vittal Mallya Road, Near Lavelle Road, Bangalore",12noon – 12midnight,"+917259021119,+917259021121",4.4,"3,125",4.2,896
Öz by Kebapci,"UB City, Bangalore","Turkish, Mediterranean, Middle Eastern","₹1,800 for two",https://www.zomato.com/bangalore/öz-by-kebapci-lavelle-road-bangalore/info,Bangalore,"SF 201, UB City, Concorde Tower, Kg Halli, Shanthala Nagar, Lavelle Road, Bangalore",12:30pm – 12:30am,"+917090677771,+917090677778",4.6,774,-,0
LUPA,"MG Road, Bangalore","Mediterranean, European, Italian, Salad, Desserts, Beverages","₹5,000 for two",https://www.zomato.com/bangalore/lupa-mg-road-bangalore/info,Bangalore,"86, Spencers Towers, Mahatma Gandhi Road, MG Road, Bangalore","12noon – 3:30pm, 7pm – 12midnight","+918792384999,+918792385999",3.3,134,-,0
Cafe Petriqor,"JP Nagar, Bangalore","Asian, Continental, Coffee, Pizza, Pasta",₹700 for two,https://www.zomato.com/bangalore/cafe-petriqor-jp-nagar-bangalore/info,Bangalore,"602, Ground Floor, 15th Cross, Outer Ring Road, 24th Main, JP Nagar, Bangalore",8:30am – 10:30pm,"+916366560050,+916362498400",4.4,"1,064",4.3,67
Bombay Brasserie,"Indiranagar, Bangalore","North Indian, Biryani, Fast Food, Desserts, Tea","₹2,000 for two",https://www.zomato.com/bangalore/bombay-brasserie-indiranagar/info,Bangalore,"2989/B, HAL 2nd Stage, 12th Main Road, Indiranagar, Bangalore",12noon – 11pm,+918884400700,4.5,"2,563",3.9,756
Lono,"Indiranagar, Bangalore","Chinese, Italian, Continental, North Indian, Seafood, Pizza, Pasta, Fast Food","₹1,700 for two",https://www.zomato.com/bangalore/lono-indiranagar-bangalore/info,Bangalore,"3, 80 Feet Road, Indiranagar, Bangalore",12noon – 12midnight,"+917019048049,+917892887740",4.2,"3,342",3.5,114
Kazé,"Lavelle Road, Bangalore","Japanese, Sushi, Thai, Asian","₹3,500 for two",https://www.zomato.com/bangalore/kazé-1-lavelle-road-bangalore/info,Bangalore,"909 SKAV, 21st Floor, Lavelle Road, Bangalore",12:30pm – 1am,"+918043020299,+918043020399,+918043020499",4.3,"1,213",-,0
Jamavar - The Leela Palace,"The Leela Palace, Old Airport Road, Bangalore","North Indian, South Indian","₹5,000 for two",https://www.zomato.com/bangalore/jamavar-the-leela-palace-airport-road/info,Bangalore,"The Leela Palace, 23, Old Airport Road, Bangalore",12noon – 11:59am,"+918030571234,+918030571348",4.3,809,-,0
Mezera Brewery & Kitchen,"JP Nagar, Bangalore",Continental,"₹1,500 for two",https://www.zomato.com/bangalore/mezera-brewery-kitchen-jp-nagar-bangalore/info,Bangalore,"3rd floor, 637, 14th Cross, 8th Main 3rd Phase, JP Nagar, Bangalore","12midnight – 1am, 12noon – 12midnight",+918047162244,New,62,-,0
Bob's Bar,"Indiranagar, Bangalore","South Indian, Biryani, Sandwich, Desserts, Bakery, Beverages","₹1,400 for two",https://www.zomato.com/bangalore/bobs-bar-1-indiranagar-bangalore/info,Bangalore,"777/I, HAL 2nd Stage, 100 Feet Road, Opposite New Horizon School, Indiranagar, Bangalore",11am – 1am,+917899025176,4.2,"1,796",4.1,"3,120"
Moplah's,"Koramangala 5th Block, Bangalore","Kerala, Biryani, Seafood, Beverages, Ice Cream, Desserts","₹2,400 for two",https://www.zomato.com/bangalore/moplahs-koramangala-5th-block-bangalore/info,Bangalore,"06, 1st Cross Road, Khb Colony, Koramangala 5th Block, Bangalore","12noon – 3:30pm, 6:30pm – 11pm",+918867919838,4.5,337,4.3,509
The Kabab Studio - Goldfinch Hotel,"Goldfinch Hotel, Seshadripuram, Bangalore","North Indian, Chinese, Continental, South Indian, Oriental, Italian, Kebab","₹1,800 for two",https://www.zomato.com/bangalore/the-kabab-studio-goldfinch-hotel-seshadripuram-bangalore/info,Bangalore,"32/3, Off Race Course Road, Near Shivananda Circle, Seshadripuram, Bangalore","12noon – 3:30pm, 7pm – 11:30pm","+917760976603,+918904036513",4.0,"1,131",4.0,12
Rasotsav,"Forum Falcon City Mall, Kanakapura Roaad, Bangalore","Rajasthani, Gujarati, North Indian, Mithai","₹1,200 for two",https://www.zomato.com/bangalore/rasotsav-kanakapura-road-bangalore/info,Bangalore,"3rd Floor, Forum Falcon City Mall, Kanakapura Road, Bangalore","12noon – 3:30pm, 7pm – 11:30pm","+917795924433,+917795924344",4.3,307,4.2,322
Soka,"Indiranagar, Bangalore","Bar Food, Continental","₹1,000 for two",https://www.zomato.com/bangalore/soka-indiranagar-bangalore/info,Bangalore,"210, A Cross, 2nd Stage, 1st Main Road, Indiranagar, Bangalore",5pm – 1am,+919353045053,4.2,26,-,0
Yauatcha,"1 MG Road Mall, MG Road, Bangalore","Chinese, Asian, Cantonese, Seafood, Tea, Desserts","₹3,000 for two",https://www.zomato.com/bangalore/yauatcha-mg-road/info,Bangalore,"Level 5, 1 MG Road Mall, MG Road, Bangalore",12noon – 10:30pm,+919222222800,4.3,"3,482",4.2,461
